Time,Channel,id,Flags,DLC,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Data23,Data24,Data25,Data26,Data27,Data28,Data29,Data30,Data31,Data32,Data33,Data34,Data35,Data36,Data37,Data38,Data39,Data40,Data41,Data42,Data43,Data44,Data45,Data46,Data47,Data48,Data49,Data50,Data51,Data52,Data53,Data54,Data55,Data56,Data57,Data58,Data59,Data60,Data61,Data62,Data63,Counter,AbsTime
3.01513,2,1552,196610,11,21,08,00,77,d4,00,0d,5a,01,79,95,05,f3,24,05,4b,05,09,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2512,2024-11-16 12:24:17
3.01527,2,1553,196610,11,34,13,0a,7f,e6,01,aa,73,08,d8,83,03,3f,58,04,14,01,06,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2513,2024-11-16 12:24:17
3.01588,2,6,196610,10,00,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2514,2024-11-16 12:24:17
3.01590,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2515,2024-11-16 12:24:17
3.01600,2,100,196610,10,02,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2516,2024-11-16 12:24:17
3.01605,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2517,2024-11-16 12:24:17
3.01612,2,101,196610,10,6a,bc,73,46,0d,25,17,44,95,4e,28,44,b3,2d,83,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2518,2024-11-16 12:24:17
3.01620,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2519,2024-11-16 12:24:17
3.01809,2,259,196610,10,e9,0c,81,07,21,0e,fd,0c,67,0f,bd,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520,2024-11-16 12:24:17
3.02125,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2521,2024-11-16 12:24:17
3.02161,2,1554,196610,11,d6,e5,10,03,30,08,eb,8a,0d,ff,ff,7f,18,d2,06,ee,0d,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2522,2024-11-16 12:24:17
3.02174,2,1555,196610,11,00,00,80,5d,00,05,3b,fe,22,42,57,06,74,b9,05,2a,01,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2523,2024-11-16 12:24:17
3.02209,2,259,196610,10,ea,0c,81,07,22,0e,fd,0c,68,0f,bd,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2524,2024-11-16 12:24:17
3.02220,1,385,2,4,27,00,00,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2525,2024-11-16 12:24:17
3.02280,1,1312,2,8,03,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2526,2024-11-16 12:24:17
3.02609,2,259,196610,10,eb,0c,81,07,23,0e,fd,0c,68,0f,be,0f,91,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2527,2024-11-16 12:24:17
3.02620,2,101,196610,10,6a,bc,73,46,0d,25,17,44,95,4e,28,44,b3,2d,83,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2528,2024-11-16 12:24:17
3.02634,2,1552,196610,11,24,04,00,5f,d4,00,df,56,01,fc,96,05,a5,23,05,5b,04,09,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2529,2024-11-16 12:24:17
3.02688,2,6,196610,10,00,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2530,2024-11-16 12:24:17
3.02689,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2531,2024-11-16 12:24:17
3.02700,2,100,196610,10,02,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2532,2024-11-16 12:24:17
3.02704,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2533,2024-11-16 12:24:17
3.02720,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2534,2024-11-16 12:24:17
3.02907,1,486052059,4,7,02,11,44,c4,3f,3e,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2535,2024-11-16 12:24:17
3.02976,1,1281,2,8,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2536,2024-11-16 12:24:17
3.03009,2,259,196610,10,ea,0c,7f,07,23,0e,fe,0c,68,0f,bd,0f,93,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2537,2024-11-16 12:24:17
3.03073,1,1282,2,8,00,00,00,00,00,8e,8e,8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2538,2024-11-16 12:24:17
3.03119,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2539,2024-11-16 12:24:17
3.03172,1,1283,2,8,00,48,48,48,48,14,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540,2024-11-16 12:24:17
3.03219,1,385,2,4,27,fe,ff,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2541,2024-11-16 12:24:17
3.03262,2,1554,196610,11,0e,e3,10,03,30,08,26,8e,0d,ff,ff,7f,5b,cf,06,43,0e,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2542,2024-11-16 12:24:17
3.03275,1,1284,2,8,01,01,01,01,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2543,2024-11-16 12:24:17
3.03276,2,1555,196610,11,00,00,80,76,ff,04,94,00,23,8d,57,06,a3,b8,05,6b,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2544,2024-11-16 12:24:17
3.03372,1,1285,2,8,00,46,45,46,45,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2545,2024-11-16 12:24:17
3.03409,2,259,196610,10,ea,0c,80,07,22,0e,fe,0c,69,0f,bd,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2546,2024-11-16 12:24:17
3.03608,2,101,196610,10,6a,bc,73,46,0d,25,17,44,95,4e,28,44,b3,2d,83,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547,2024-11-16 12:24:17
3.03713,2,1552,196610,11,2d,04,00,f3,d5,00,32,50,01,1d,95,05,2d,21,05,ef,01,09,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2548,2024-11-16 12:24:17
3.03727,2,1553,196610,11,75,10,0a,24,ea,01,23,70,08,60,82,03,39,5d,04,f9,fe,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549,2024-11-16 12:24:17
3.03788,2,6,196610,10,00,00,00,00,00,00,00,00,5b,7c,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,2024-11-16 12:24:17
3.03789,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2551,2024-11-16 12:24:17
3.03800,2,100,196610,10,02,00,00,00,00,00,00,00,5b,7c,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2552,2024-11-16 12:24:17
3.03804,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2553,2024-11-16 12:24:17
3.03811,2,259,196610,10,ea,0c,81,07,22,0e,ff,0c,67,0f,bd,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554,2024-11-16 12:24:17
3.03819,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2555,2024-11-16 12:24:17
3.03875,1,1280,2,8,10,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2556,2024-11-16 12:24:17
3.03975,1,1281,2,8,01,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2557,2024-11-16 12:24:17
3.04074,1,1282,2,8,01,8e,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2558,2024-11-16 12:24:17
3.04122,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2559,2024-11-16 12:24:17
3.04172,1,1283,2,8,01,13,48,48,48,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2560,2024-11-16 12:24:17
3.04209,2,259,196610,10,ea,0c,80,07,22,0e,fd,0c,68,0f,bf,0f,91,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2561,2024-11-16 12:24:17
3.04222,1,385,2,4,27,00,00,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2562,2024-11-16 12:24:17
3.04274,1,1284,2,8,41,01,01,01,01,01,01,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2563,2024-11-16 12:24:17
3.04364,2,1554,196610,11,d1,e1,10,a6,2d,08,6d,8a,0d,ff,ff,7f,00,cd,06,39,11,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2564,2024-11-16 12:24:17
3.04372,1,1285,2,8,01,44,44,44,44,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2565,2024-11-16 12:24:17
3.04377,2,1555,196610,11,00,00,80,dc,fe,04,98,fb,22,32,5c,06,22,b7,05,ab,0a,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2566,2024-11-16 12:24:17
3.04609,2,259,196610,10,ea,0c,80,07,21,0e,fd,0c,69,0f,be,0f,91,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2567,2024-11-16 12:24:17
3.04620,2,101,196610,10,6a,bc,73,46,0d,25,17,44,95,4e,28,44,b3,2d,83,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568,2024-11-16 12:24:17
3.04813,2,1552,196610,11,03,06,00,20,d3,00,1e,4f,01,fb,93,05,2d,21,05,7d,02,09,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569,2024-11-16 12:24:17
3.04827,2,1553,196610,11,1b,11,0a,86,e8,01,dd,6c,08,9a,88,03,82,5e,04,ca,00,06,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2570,2024-11-16 12:24:17
3.04887,2,6,196610,10,00,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2571,2024-11-16 12:24:17
3.04888,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2572,2024-11-16 12:24:17
3.04899,2,100,196610,10,02,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2573,2024-11-16 12:24:17
3.04903,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2574,2024-11-16 12:24:17
3.04918,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2575,2024-11-16 12:24:17
3.04975,1,1281,2,8,02,03,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2576,2024-11-16 12:24:17
3.05009,2,259,196610,10,e9,0c,7f,07,22,0e,fd,0c,68,0f,bd,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2577,2024-11-16 12:24:17
3.05074,1,1282,2,8,02,0d,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2578,2024-11-16 12:24:17
3.05116,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2579,2024-11-16 12:24:17
3.05174,1,1283,2,8,02,48,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2580,2024-11-16 12:24:17
3.05216,1,385,2,4,27,00,00,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2581,2024-11-16 12:24:17
3.05374,1,1285,2,8,02,45,44,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2582,2024-11-16 12:24:17
3.05409,2,259,196610,10,ea,0c,80,07,22,0e,fe,0c,68,0f,bc,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2583,2024-11-16 12:24:17
3.05465,2,1554,196610,11,e3,df,10,6e,2c,08,2a,8a,0d,ff,ff,7f,ef,cd,06,b9,0c,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2584,2024-11-16 12:24:17
3.05479,2,1555,196610,11,00,00,80,f4,fc,04,3b,fe,22,f9,5d,06,20,bb,05,6b,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2585,2024-11-16 12:24:17
3.05608,2,101,196610,10,6a,bc,73,46,0d,25,17,44,95,4e,28,44,b3,2d,83,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2586,2024-11-16 12:24:17
3.05809,2,259,196610,10,ea,0c,7f,07,22,0e,fd,0c,68,0f,bd,0f,91,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2587,2024-11-16 12:24:17
3.05874,1,1280,2,8,30,14,75,00,00,9a,82,f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2588,2024-11-16 12:24:17
3.05895,1,1680,2,6,14,75,00,00,9a,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2589,2024-11-16 12:24:17
3.05913,2,1552,196610,11,41,01,00,07,d1,00,b0,58,01,06,94,05,e6,25,05,a2,05,09,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2590,2024-11-16 12:24:17
3.05927,2,1553,196610,11,bc,0f,0a,7a,e5,01,2c,6c,08,38,87,03,94,5c,04,20,01,06,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2591,2024-11-16 12:24:17
3.05986,2,6,196610,10,00,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2592,2024-11-16 12:24:17
3.05988,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2593,2024-11-16 12:24:17
3.05998,2,100,196610,10,02,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2594,2024-11-16 12:24:17
3.06003,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2595,2024-11-16 12:24:17
3.06018,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2596,2024-11-16 12:24:17
3.06115,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2597,2024-11-16 12:24:17
3.06209,2,259,196610,10,ea,0c,80,07,22,0e,fd,0c,68,0f,bd,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2598,2024-11-16 12:24:17
3.06218,1,385,2,4,27,fd,ff,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2599,2024-11-16 12:24:17
3.06567,2,1554,196610,11,79,e2,10,69,2c,08,9b,8e,0d,ff,ff,7f,04,d5,06,38,12,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2024-11-16 12:24:17
3.06581,2,1555,196610,11,00,00,80,07,ff,04,3b,fd,22,12,5e,06,95,bb,05,f8,03,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2601,2024-11-16 12:24:17
3.06609,2,259,196610,10,e9,0c,81,07,22,0e,ff,0c,68,0f,bb,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2602,2024-11-16 12:24:17
3.06620,2,101,196610,10,6a,bc,73,46,0d,25,17,44,95,4e,28,44,b3,2d,83,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2603,2024-11-16 12:24:17
3.06875,1,1280,2,8,40,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2604,2024-11-16 12:24:17
3.07009,2,259,196610,10,eb,0c,7f,07,22,0e,fd,0c,6a,0f,bd,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2605,2024-11-16 12:24:17
3.07023,2,1552,196610,11,eb,04,00,f3,d5,00,ee,66,01,d3,92,05,a9,22,05,7b,06,09,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2606,2024-11-16 12:24:17
3.07036,2,1553,196610,11,ed,0f,0a,af,e8,01,a8,6c,08,06,83,03,20,59,04,ca,00,06,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2607,2024-11-16 12:24:17
3.07086,2,6,196610,10,00,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2608,2024-11-16 12:24:17
3.07087,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2609,2024-11-16 12:24:17
3.07098,2,100,196610,10,02,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2610,2024-11-16 12:24:17
3.07102,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2611,2024-11-16 12:24:17
3.07119,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2612,2024-11-16 12:24:17
3.07217,1,385,2,4,27,01,00,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2613,2024-11-16 12:24:17
3.07374,1,1285,2,8,04,13,01,41,00,00,44,c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2614,2024-11-16 12:24:17
3.07409,2,259,196610,10,ea,0c,80,07,22,0e,fd,0c,68,0f,bd,0f,91,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2615,2024-11-16 12:24:17
3.07460,1,513,2,3,3d,49,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2616,2024-11-16 12:24:17
3.07478,1,385,2,4,49,be,29,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2617,2024-11-16 12:24:17
3.07560,1,513,2,3,3d,4a,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2618,2024-11-16 12:24:17
3.07578,1,385,2,4,4a,4d,48,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2619,2024-11-16 12:24:17
3.07608,2,101,196610,10,6a,bc,73,46,0d,25,17,44,95,4e,28,44,b3,2d,83,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2620,2024-11-16 12:24:17
3.07661,1,513,2,3,3d,4b,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2621,2024-11-16 12:24:17
3.07669,2,1554,196610,11,a2,e2,10,4a,35,08,60,90,0d,ff,ff,7f,63,cc,06,2d,15,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2622,2024-11-16 12:24:17
3.07677,1,385,2,4,4b,b3,2b,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2623,2024-11-16 12:24:17
3.07683,2,1555,196610,11,00,00,80,6d,fb,04,33,01,23,70,59,06,d9,b5,05,4b,08,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2624,2024-11-16 12:24:17
3.07809,2,259,196610,10,e9,0c,7f,07,23,0e,fe,0c,68,0f,bd,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2625,2024-11-16 12:24:17
3.07876,1,1280,2,8,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2626,2024-11-16 12:24:17
3.08111,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2627,2024-11-16 12:24:17
3.08113,2,1552,196610,11,fd,03,00,7c,cf,00,57,6e,01,06,94,05,66,21,05,03,01,09,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2628,2024-11-16 12:24:17
3.08127,2,1553,196610,11,70,12,0a,cc,e8,01,d3,6b,08,80,82,03,44,5a,04,a5,00,06,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629,2024-11-16 12:24:17
3.08185,2,6,196610,10,00,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2630,2024-11-16 12:24:17
3.08186,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2631,2024-11-16 12:24:17
3.08197,2,100,196610,10,02,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2632,2024-11-16 12:24:17
3.08201,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2633,2024-11-16 12:24:17
3.08209,2,259,196610,10,ea,0c,80,07,21,0e,0c,0d,66,0f,bd,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2634,2024-11-16 12:24:17
3.08218,1,385,2,4,27,ff,ff,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2635,2024-11-16 12:24:17
3.08609,2,259,196610,10,ea,0c,81,07,22,0e,fd,0c,68,0f,bd,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636,2024-11-16 12:24:17
